base_id,variant_id,variant_index,domain,requirement_text,smells,applied_rules
B-042,B-042-S02,2,Inventory Management System,"Validate input, log the error, send a notification, restart the service.","[""non_verifiable_qualifier"", ""overuse_imperative_form""]","[""non_verifiable_qualifier:add_minimal_delay"", ""overuse_imperative_form:replace_with_command_list""]"
B-042,B-042-S03,3,Inventory Management System,"The system shall be store the current stock quantity for each product in inventory including user identifier, timestamp, action, etc.","[""partial_content_or_incomplete_enumeration"", ""passive_voice""]","[""partial_content_or_incomplete_enumeration:add_etc_list"", ""passive_voice:system_shall_be_pattern""]"
B-042,B-042-S04,4,Inventory Management System,The system shall store the current stock quantity for each product in inventory. for a large number of users through a user-friendly and intuitive interface.,"[""punctuation_issue"", ""quantifier_without_unit_or_range"", ""subjective_language""]","[""punctuation_issue:remove_commas_and_double_period"", ""quantifier_without_unit_or_range:add_large_number"", ""subjective_language:add_user_friendly_interface""]"
B-042,B-042-S05,5,Inventory Management System,"The system shall store the current stock quantity for each product in inventory using the best and more secure method and then the system shall log the operation in the audit trail and then the system shall update the internal statistics as defined in REQ-101, REQ-204, REQ-305, and REQ-409.","[""superlative_or_comparative_without_reference"", ""too_long_sentence"", ""too_many_dependencies_or_versions""]","[""superlative_or_comparative_without_reference:add_best_method"", ""too_long_sentence:add_and_then_chain"", ""too_many_dependencies_or_versions:add_many_req_refs""]"
B-042,B-042-S06,6,Inventory Management System,"Lock account and update the internal Compliance Index which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures.","[""too_short_sentence"", ""undefined_term"", ""unreadable_structure""]","[""too_short_sentence:replace_with_fragment"", ""undefined_term:add_compliance_index"", ""unreadable_structure:add_nested_clause""]"
B-042,B-042-S07,7,Inventory Management System,The system shall store the current stock quantity for each product in inventory under normal conditions and as appropriate and this shall be handled later according to internal policies KYC AML and PCI DSS and display the message on screens.,"[""vague_or_implicit_terms"", ""vague_pronoun_or_reference"", ""acronym_overuse_or_abbrev"", ""ambiguous_plurality""]","[""vague_or_implicit_terms:add_normal_conditions"", ""vague_pronoun_or_reference:add_this_reference"", ""acronym_overuse_or_abbrev:add_unexplained_acronyms"", ""ambiguous_plurality:add_screens_scope""]"
B-042,B-042-S08,8,Inventory Management System,The system may store the current stock quantity for each product in inventory if possible as specified in section 2.1.3.4.2.1 of the design document using a PostgreSQL database and a React-based web interface in accordance with KYC AML PCI DSS and SOX requirements.,"[""conditional_or_non_assertive_requirement"", ""deep_nesting_or_structure_issue"", ""design_or_implementation_detail"", ""domain_term_imbalance""]","[""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible"", ""deep_nesting_or_structure_issue:add_deep_section_reference"", ""design_or_implementation_detail:add_tech_stack"", ""domain_term_imbalance:add_many_domain_acronyms""]"
B-043,B-043-S01,1,Inventory Management System,The system shall decrease the stock quantity of a product when a confirmed order includes that product in order to support auditing and regulatory compliance.,"[""embedded_rationale_or_justification""]","[""embedded_rationale_or_justification:add_in_order_to""]"
B-043,B-043-S02,2,Inventory Management System,The system shall decrease the stock quantity of a product when a confirmed order includes that product and behaves in the same way as described above so that all relevant stakeholders are notified appropriately.,"[""excessive_or_insufficient_coupling"", ""implicit_requirement""]","[""excessive_or_insufficient_coupling:add_as_described_above"", ""implicit_requirement:add_so_that_notification""]"
B-043,B-043-S03,3,Inventory Management System,The system.,"[""incomplete_reference_or_condition"", ""incomplete_requirement""]","[""incomplete_reference_or_condition:add_vague_condition"", ""incomplete_requirement:remove_main_action""]"
B-043,B-043-S04,4,Inventory Management System,"After processing is complete, The system will decrease the stock quantity of a product when a confirmed order includes that product for at least a short period of time.","[""incorrect_or_confusing_order"", ""language_error_or_grammar_issue"", ""loophole_or_open_ended""]","[""incorrect_or_confusing_order:prepend_after_clause"", ""language_error_or_grammar_issue:introduce_grammar_error"", ""loophole_or_open_ended:add_at_least""]"
B-043,B-043-S05,5,Inventory Management System,when a confirmed order includes that product within 5.,"[""missing_imperative_verb"", ""missing_system_response"", ""missing_unit_of_measurement""]","[""missing_imperative_verb:remove_shall"", ""missing_system_response:keep_condition_only"", ""missing_unit_of_measurement:add_bare_number""]"
B-043,B-043-S06,6,Inventory Management System,The system shall decrease the stock quantity of a product when a confirmed order includes that product and shall not allow unauthorized access and send a notification email to the administrator with minimal delay whenever possible.,"[""negative_formulation"", ""non_atomic_requirement"", ""non_verifiable_qualifier""]","[""negative_formulation:add_shall_not_allow"", ""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay""]"
B-043,B-043-S07,7,Inventory Management System,Validate input log the error send a notification restart the service including user identifier timestamp action etc. It shall be ensured that this requirement is fulfilled..,"[""overuse_imperative_form"", ""partial_content_or_incomplete_enumeration"", ""passive_voice"", ""punctuation_issue""]","[""overuse_imperative_form:replace_with_command_list"", ""partial_content_or_incomplete_enumeration:add_etc_list"", ""passive_voice:add_it_shall_be_ensured"", ""punctuation_issue:remove_commas_and_double_period""]"
B-043,B-043-S08,8,Inventory Management System,The system shall decrease the stock quantity of a product when a confirmed order includes that product for a large number of users through a user-friendly and intuitive interface using the best and more secure method and then the system shall log the operation in the audit trail and then the system shall update the internal statistics.,"[""quantifier_without_unit_or_range"", ""subjective_language"", ""superlative_or_comparative_without_reference"", ""too_long_sentence""]","[""quantifier_without_unit_or_range:add_large_number"", ""subjective_language:add_user_friendly_interface"", ""superlative_or_comparative_without_reference:add_best_method"", ""too_long_sentence:add_and_then_chain""]"
B-044,B-044-S01,1,Inventory Management System,"The system shall increase the stock quantity of a product when a stock receipt is recorded for that product as defined in REQ-101, REQ-204, REQ-305, and REQ-409.","[""too_many_dependencies_or_versions""]","[""too_many_dependencies_or_versions:add_many_req_refs""]"
B-044,B-044-S02,2,Inventory Management System,Lock account and update the internal Compliance Index.,"[""too_short_sentence"", ""undefined_term""]","[""too_short_sentence:replace_with_fragment"", ""undefined_term:add_compliance_index""]"
B-044,B-044-S03,3,Inventory Management System,"The system shall increase the stock quantity of a product when a stock receipt is recorded for that product which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures under normal conditions and as appropriate.","[""unreadable_structure"", ""vague_or_implicit_terms""]","[""unreadable_structure:add_nested_clause"", ""vague_or_implicit_terms:add_normal_conditions""]"
B-044,B-044-S04,4,Inventory Management System,The system shall increase the stock quantity of a product when a stock receipt is recorded for that product and this shall be handled later according to internal policies KYC AML and PCI DSS and display the message on screens.,"[""vague_pronoun_or_reference"", ""acronym_overuse_or_abbrev"", ""ambiguous_plurality""]","[""vague_pronoun_or_reference:add_this_reference"", ""acronym_overuse_or_abbrev:add_unexplained_acronyms"", ""ambiguous_plurality:add_screens_scope""]"
B-044,B-044-S05,5,Inventory Management System,The system may increase the stock quantity of a product when a stock receipt is recorded for that product if possible as specified in section 2.1.3.4.2.1 of the design document using a PostgreSQL database and a React-based web interface.,"[""conditional_or_non_assertive_requirement"", ""deep_nesting_or_structure_issue"", ""design_or_implementation_detail""]","[""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible"", ""deep_nesting_or_structure_issue:add_deep_section_reference"", ""design_or_implementation_detail:add_tech_stack""]"
